QB DVOA,QB,PRE W/L,TM,DAVE O,D,RUSH OFF,RUSH DEF,QB DVOA1,QB1,PRE W/L1,TM1,DAVE O,D1,RUSH OFF,PASS OFF,RUSH DEF,ATS,QBE,DIFDW1,DIFDW1O,ST,O DIFF,D DIFF,QBRUND,Eyds/GM,ID,12-6.5% MOVE,NET Yds/Drive,NET Pts/Drive,NET TOs/Drive,NET Avg. Lead,NET LOS/Drive,OFF TDs/Drive,OFF Stops/Drive,d3Outs/Drive,TTL Open O/U,TTL Close O/U,2nd HF SIDE,1st HF Margin,1st HF ATS Margin,INT/Drive,BOFF,BETTER SP,AVG TT,AVG CAY,AVG IAY,AVG AYD,AVG AGG,AYTS,AVG ATT,AVG YDS,AVG TD,AVG INT,AVG RATE,AVGCOMP,AVG xCOMP,AVG YPP,AVG xYPP,AVG xYards,AVG YPP +/-,TEAM,closeline,push
0.122,54.7,T,0.224,0.006,-0.21,0.207,-0.179,0.226,71.3,L,-0.041,0.125,0.151,0.343,-0.035,0.295,0,0,-0.02,-0.022,0.005,-0.139,0.132,0,-0.8,20168SEA-3NO2025,0,0.90630741,0.425597061,-0.012043274,4.425494999,0.949173301,0.15942029,0.507246377,0.23943662,1,1,0,1,-2,0.028985507,0,1,2.429178744,6.647826087,7.85942029,-1.211594203,15.93140097,-1.677777778,34.5,259.8333333,0.833333333,0.166666667,94.2647343,23.30917874,22.47943478,7.531400966,7.222374241,251.3160676,0.309026725,SEA,-3,0
0.226,71.3,L,-0.041,0.125,0.151,0.343,0.295,0.122,54.7,T,0.224,0.006,-0.21,0.207,-0.208,-0.179,1,1,-0.022,-0.02,-0.013,0.07,-0.106,0,4,20168NO3SEA2520,0,-1.082859848,-0.052083333,-0.018939394,0.009943182,-3.503787879,0.333333333,0.378787879,0.15625,1,1,1,-1,2,0.075757576,1,0,2.322893773,6.272161172,7.322710623,-1.050549451,17.21465201,-1.253113553,45.5,350.1666667,2.833333333,0.833333333,104.3699634,31.74358974,31.16562637,7.695970696,7.562609999,351.3209304,0.133360697,NO,3,0
0.568,90.4,W,0.187,0.188,0.007,0.609,0.212,-0.027,68.6,L,0.129,0.092,-0.001,0.152,0.089,0.069,1,1,0.01,0.103,0.002,0.095,-0.053,0,2.571428571,20168NE-6BUF4125,0,3.716927454,0.916429587,-0.03769559,7.965682788,6.224395448,0.283783784,0.459459459,0.210526316,0,0,1,14,8,0,1,0,2.505742574,6.647524752,7.3,-0.652475248,13.87524752,-1.683168317,33.66666667,334.6666667,2.666666667,0,131.0613861,26.02970297,24.51611881,9.940594059,9.48550865,332.5373861,0.45508541,NE,-6,0
-0.027,68.6,L,0.129,0.092,-0.001,0.152,0.069,0.568,90.4,W,0.187,0.188,0.007,0.609,-0.102,0.212,0,0,0.103,0.01,0.037,0.076,0.023,1,30,20168BUF6NE2541,0,-2.524155844,0.538008658,-0.08952381,4.841731602,3.801731602,0.266666667,0.48,0.25974026,0,0,0,-14,-8,0.026666667,0,1,3.062552083,7.8609375,10.17135417,-2.310416667,14.58072917,0.8921875,27.42857143,185.2857143,1.285714286,0.285714286,91.85,17.40104167,17.06350521,6.755208333,6.713796028,192.8247604,0.041412306,BUF,6,0
-0.261,47.5,W,-0.301,-0.149,0.106,-0.161,0.391,-0.1,66,L,-0.321,-0.088,0.193,0.004,-0.019,0.351,1,0,-0.279,-0.122,-0.049,-0.144,-0.129,0,7.857142857,20168NYJ-2.5CLE3128,0,-3.889619883,-0.545321637,0.127192982,-3.449926901,-0.39254386,0.157894737,0.421052632,0.208333333,0,0,1,-13,-15.5,0.157894737,0,0,2.40058296,6.532286996,9.098206278,-2.565919283,20.63004484,0.284753363,37.16666667,240.1666667,0.833333333,1.833333333,66.77847534,21.30044843,22.67307175,6.461883408,6.525444892,242.1421345,-0.063561484,NYJ,-2.5,0
-0.1,66,L,-0.321,-0.088,0.193,0.004,0.351,-0.261,47.5,W,-0.301,-0.149,0.106,-0.161,-0.066,0.391,0,1,-0.122,-0.279,-0.044,0.027,-0.111,0,0,20168CLE2.5NYJ2831,0,-6.716049383,-0.962962963,0.061728395,-5.228395062,-5.814814815,0.172839506,0.469135802,0.160493827,0,0,0,13,15.5,0.086419753,1,1,2.89,9,14.1,-5.1,21.2,4.6,33,260,2,2,80.4,20,19.338,7.878787879,7.720734619,254.7842424,0.15805326,CLE,2.5,0
0.152,62.8,W,0,0.109,0.136,0.333,0.265,-0.017,60.2,W,-0.077,-0.043,-0.007,0.14,-0.148,0.07,1,1,0.028,-0.035,0.031,0.134,-0.152,0,2.428571429,20168OAK1TB3024,0,-6.3125,0.075,-0.0875,1.025,4.775,0.2625,0.4625,0.125,1,1,1,-7,-6,0.0375,1,1,2.534280303,6.139015152,7.903787879,-1.764772727,21.5844697,-1.187878788,37.71428571,258.2857143,1.857142857,0.428571429,97.21856061,25.19318182,23.44503409,6.848484848,6.514302227,249.2732424,0.334182622,OAK,1,0
-0.017,60.2,W,-0.077,-0.043,-0.007,0.14,0.07,0.152,62.8,W,0,0.109,0.136,0.333,0.007,0.265,0,0,-0.035,0.028,-0.046,-0.005,-0.013,0,11,20168TB-1OAK2430,0,-0.097826087,-0.421497585,0.065217391,-3.544384058,-3.990942029,0.208333333,0.444444444,0.217391304,1,1,0,7,6,0.125,0,0,2.857299578,7.66371308,10.50632911,-2.842616034,21.08523207,1.30464135,39.5,266,2,1.5,80.85696203,25.28691983,24.31847679,6.734177215,6.38431226,268.6065612,0.349864955,TB,-1,0
0.025,54.2,W,0.056,0.008,-0.022,0.196,-0.012,0.013,70.9,W,-0.122,0.016,0.204,0.154,0.009,0.329,1,0,-0.091,-0.096,0.028,-0.104,-0.013,0,3.666666667,20168KC-3IND3014,0,-0.785037879,-0.066761364,-0.087594697,-3.916903409,-0.656723485,0.1875,0.46875,0.136363636,1,1,1,10,7,0.03125,0,0,2.410794393,5.501401869,7.268224299,-1.76682243,17.7588785,-1.464485981,35.66666667,251.8333333,1.166666667,0.333333333,94.20514019,25.80841121,25.57222897,7.060747664,6.799589374,258.5208692,0.261158289,KC,-3,0
0.013,70.9,W,-0.122,0.016,0.204,0.154,0.329,0.025,54.2,W,0.056,0.008,-0.022,0.196,-0.168,-0.012,0,1,-0.096,-0.091,0.072,0.038,-0.209,1,29.14285714,20168IND3KC1430,0,-4.221666667,0.048888889,-0.017222222,-0.143888889,2.595,0.253333333,0.386666667,0.194444444,1,1,0,-10,-7,0.053333333,1,1,2.928188406,7.472101449,8.760507246,-1.288405797,22.09963768,-0.413768116,39.42857143,296.1428571,2,0.571428571,98.29021739,25.85507246,22.47690942,7.510869565,6.814524496,270.7861123,0.69634507,IND,3,0
0.171,73.9,W,0.066,0.046,-0.049,0.256,-0.065,0.015,57.4,W,0.19,-0.016,-0.195,0.114,-0.07,-0.268,0,1,0.05,0.18,-0.032,-0.028,0.127,0,2.285714286,20168SD6DEN1927,1,2.97111523,0.381062712,0.022088353,5.573988261,0.781742354,0.269230769,0.320512821,0.180722892,0,0,0,-3,3,0.051282051,1,0,2.506938776,6.644897959,8.439183673,-1.794285714,17.53959184,-0.186530612,35,288.2857143,1.857142857,0.571428571,100.2485714,23.94285714,23.34693061,8.236734694,8.048968278,291.9756653,0.187766416,LAC,6,0
0.015,57.4,W,0.19,-0.016,-0.195,0.114,-0.268,0.171,73.9,W,0.066,0.046,-0.049,0.256,-0.136,-0.065,1,0,0.18,0.05,0.012,0.092,0.084,0,7.714285714,20168DEN-6SD2719,0,3.145281385,0.440692641,-0.029437229,-0.469437229,1.13974026,0.207792208,0.454545455,0.253333333,0,0,1,3,-3,0.051948052,0,1,2.57147929,6.500591716,8.03964497,-1.539053254,14.19881657,-0.882248521,33.8,228.6,1.4,0.6,89.44615385,22.77514793,21.29419527,6.763313609,6.509386544,226.5345858,0.253927065,DEN,-6,0
-0.064,57.9,T,0.086,-0.055,-0.202,-0.057,-0.249,-0.082,56.4,L,-0.065,0.013,0.022,0.081,0.054,0.276,0,1,-0.096,-0.132,-0.066,-0.192,0.135,0,0,20168ARI3CAR2030,0,8.13427464,0.506367663,-0.038482835,2.074473976,5.438815061,0.209302326,0.488372093,0.261904762,0,0,1,-17,-14,0.081395349,0,0,2.537415254,7.823305085,10.93898305,-3.115677966,17.7940678,1.868644068,39.33333333,284.1666667,1.166666667,0.833333333,83.39745763,24.27542373,23.84820763,7.224576271,7.021589623,282.2070763,0.202986648,ARI,3,0
-0.082,56.4,L,-0.065,0.013,0.022,0.081,0.276,-0.064,57.9,T,0.086,-0.055,-0.202,-0.057,0.021,-0.249,1,0,-0.132,-0.096,-0.065,-0.05,-0.063,0,38,20168CAR-3ARI3020,0,1.528571429,-0.229577465,0.082897384,-1.536921529,0.020724346,0.23943662,0.38028169,0.328571429,0,0,0,17,14,0.14084507,1,1,2.763333333,7.71,10.23777778,-2.527777778,21.10611111,1.071666667,36,259.2,1.6,1.2,81.16722222,21.71111111,21.23880556,7.2,7.113222749,268.2255444,0.086777251,CAR,-3,0
0.014,45.9,W,0.226,-0.064,-0.204,0.138,-0.355,0.323,82.9,W,0.154,0.181,0.019,0.426,0.152,0.148,0,0,0.312,0.175,0.098,0.009,0.319,0,3.5,20168PHI4.5DAL2329,0,-0.065260546,0.882878412,-0.087841191,5.057692308,5.42382134,0.209677419,0.435483871,0.184615385,0,0,1,3,7.5,0.048387097,0,1,2.526162162,5.550810811,7.977297297,-2.426486486,25.94378378,-1.584864865,30.83333333,220.6666667,1.333333333,0.5,92.72054054,20.3027027,19.34769189,7.156756757,6.918886528,216.7542324,0.237870229,PHI,4.5,0
0.323,82.9,W,0.154,0.181,0.019,0.426,0.148,0.014,45.9,W,0.226,-0.064,-0.204,0.138,-0.107,-0.355,1,1,0.175,0.312,-0.01,0.247,-0.023,0,26,20168DAL-4.5PHI2923,0,4.172413793,0.896551724,-0.068965517,6.793103448,1.793103448,0.310344828,0.293103448,0.137931034,0,0,0,-3,-7.5,0.017241379,1,0,2.821098901,6.820879121,8.242857143,-1.421978022,18.69230769,-0.525824176,30.33333333,247.6666667,1.166666667,0.166666667,103.6824176,21.4010989,18.73337912,8.164835165,7.244031899,221.7010714,0.920803266,DAL,-4.5,0
0.106,47.8,L,0.157,-0.053,-0.192,0.227,-0.263,-0.264,40.8,L,-0.066,-0.032,0.025,0.112,-0.119,0.07,0,1,0.16,0.027,0.018,-0.033,0.242,0,0,20168MIN-5.5CHI1020,0,2.214154412,0.460477941,-0.173713235,3.766544118,7.292279412,0.15625,0.546875,0.235294118,1,1,0,-10,-15.5,0.015625,0,1,2.413554217,6.104819277,7.574096386,-1.469277108,22.91204819,-1.525903614,33.2,242.8,1.4,0.2,100.3506024,22.68674699,20.91313253,7.313253012,6.774826385,226.951494,0.538426627,MIN,-5.5,0
-0.264,40.8,L,-0.066,-0.032,0.025,0.112,0.07,0.106,47.8,L,0.157,-0.053,-0.192,0.227,-0.26,-0.263,1,0,0.027,0.16,-0.007,-0.023,0.03,0,0,20168CHI5.5MIN2010,0,-0.784627093,-0.85825723,0.029109589,-2.233542618,-4.953196347,0.138888889,0.527777778,0.273972603,1,1,1,10,15.5,0.055555556,1,0,2.564565217,9.319565217,9.163043478,0.156521739,23.90434783,0.067391304,23,186.5,0.5,1,75.71956522,14.52173913,15.02278261,8.108695652,8.3113708,198.3891957,-0.202675148,CHI,5.5,0
0.351,82,W,0.196,0.232,0.079,0.459,0.152,-0.031,59.2,L,-0.131,-0.056,0.025,0.122,-0.17,0.117,1,1,0.261,-0.089,0.042,0.213,-0.018,0,11,20169ATL-3TB4328,1,4.104160689,0.303730273,-0.009182209,3.412697274,2.577044476,0.329268293,0.341463415,0.176470588,0,0,1,6,3,0.048780488,1,1,2.623010753,7.457706093,9.115770609,-1.658064516,18.9781362,-0.148028674,34.875,329.5,2.375,0.5,114.9666667,24.56989247,22.50635484,9.448028674,8.824670741,311.5407885,0.623357933,ATL,-3,0
-0.031,59.2,L,-0.131,-0.056,0.025,0.122,0.117,0.351,82,W,0.196,0.232,0.079,0.459,0.039,0.152,0,0,-0.089,0.261,-0.05,-0.02,-0.043,0,11.71428571,20169TB3ATL2843,0,-2.520481928,-0.402834869,0.044790928,-2.698086464,-2.925442948,0.211764706,0.470588235,0.204819277,0,0,0,-6,-3,0.105882353,0,0,2.843345725,7.644237918,10.74349442,-3.099256506,22.30037175,1.530111524,38.42857143,253.7142857,2,1.285714286,81.70669145,24.18215613,23.54970632,6.602230483,6.33279556,259.3079368,0.269434923,TB,3,0
-0.134,48.9,L,-0.154,-0.133,0.017,-0.019,0.038,0.028,56.3,W,0.058,-0.032,-0.058,0.187,-0.23,-0.076,1,0,-0.068,-0.089,-0.005,-0.035,-0.032,1,25.57142857,20169JAC8.5KC1419,0,-3.337662338,-0.74025974,0.090909091,-7.512987013,-3.090909091,0.194805195,0.467532468,0.233766234,1,1,1,-3,5.5,0.116883117,0,0,2.614,5.990689655,8.504137931,-2.513448276,23.44344828,-0.389310345,41.42857143,272,1.714285714,1.285714286,80.29034483,25.71034483,25.87527241,6.565517241,6.589308707,279.2115276,-0.023791466,JAC,8.5,0
0.028,56.3,W,0.058,-0.032,-0.058,0.187,-0.076,-0.134,48.9,L,-0.154,-0.133,0.017,-0.019,-0.244,0.038,0,1,-0.089,-0.068,0.032,-0.127,0.02,0,3.285714286,20169KC-8.5JAC1914,0,1.11099865,0.15148448,-0.100202429,-2.280533063,1.274291498,0.197368421,0.460526316,0.153846154,1,1,0,3,-5.5,0.026315789,1,1,2.29,7.6,9.9,-2.3,22.7,2.3,22,223,2,0,135.2,16,13.464,10.13636364,8.967917355,197.2941818,1.168446281,KC,-8.5,0
0.141,69.5,L,-0.119,0.058,0.221,0.299,0.403,0.029,48.9,L,0.115,-0.086,-0.18,0.155,-0.274,-0.188,1,1,-0.124,0.118,0.043,0.045,-0.227,1,15.125,20169DET6MIN2216,0,-3.383258258,-0.192567568,-0.02515015,-1.264827327,-1.255255255,0.263888889,0.416666667,0.148648649,1,1,0,7,13,0.055555556,1,1,2.540782918,5.55088968,7.412455516,-1.861565836,23.12099644,-1.798932384,35.125,267.625,1.875,0.5,101.4544484,24.2455516,21.91694662,7.619217082,7.070135706,253.7522384,0.549081376,DET,6,0
0.029,48.9,L,0.115,-0.086,-0.18,0.155,-0.188,0.141,69.5,L,-0.119,0.058,0.221,0.299,-0.188,0.403,0,0,0.118,-0.124,0.021,-0.061,0.184,0,0,20169MIN-6DET1622,0,0.195426195,0.269230769,-0.151767152,2.165280665,6.500693001,0.148648649,0.567567568,0.230769231,1,1,1,-7,-13,0.013513514,0,0,2.445714286,6.012807882,7.560591133,-1.547783251,23.16502463,-1.393596059,33.83333333,240.3333333,1.333333333,0.166666667,98.208867,22.74384236,21.22861084,7.103448276,6.652351971,226.7427586,0.451096305,MIN,-6,0
-0.013,49.4,L,0.283,-0.067,-0.249,0.113,-0.344,-0.011,58.4,W,0.025,-0.035,-0.053,0.067,-0.167,0.017,0,0,0.369,0.051,0.102,0.004,0.304,0,0.142857143,20169PHI3NYG2328,0,-1.71032571,0.684338184,-0.072072072,4.511088011,5.186070686,0.202702703,0.445945946,0.205128205,0,0,1,-11,-8,0.040540541,0,1,2.475964912,5.258333333,7.321491228,-2.063157895,25.44517544,-2.115789474,32.57142857,218,1.285714286,0.428571429,92.47149123,22.50877193,21.06737281,6.692982456,6.427159765,210.840636,0.265822692,PHI,3,0
-0.011,58.4,W,0.025,-0.035,-0.053,0.067,0.017,-0.013,49.4,L,0.283,-0.067,-0.249,0.113,-0.126,-0.344,1,1,0.051,0.369,0.008,-0.028,0.054,0,0,20169NYG-3PHI2823,0,-0.228860759,-0.19814346,0.097383966,-2.900337553,-4.440168776,0.16,0.493333333,0.17721519,0,0,0,11,8,0.08,1,0,2.457555556,5.188148148,7.642592593,-2.454444444,18.50888889,-1.092592593,38.57142857,283.4285714,1.142857143,0.857142857,87.27555556,25.58888889,25.44747037,7.348148148,7.301289725,288.6837481,0.046858423,NYG,-3,0
0.288,81.3,W,0.221,0.218,-0.015,0.409,0.103,-0.201,48.3,L,-0.309,-0.085,0.193,-0.029,0,0.333,1,1,0.242,-0.11,-0.011,0.236,0.015,0,31,20169DAL-8CLE3510,0,5.101810865,0.790744467,-0.058350101,5.286619718,0.776458753,0.295774648,0.309859155,0.171428571,1,1,1,11,3,0.028169014,1,1,2.887963801,7.470135747,8.8,-1.329864253,18.55248869,0.043438914,31.57142857,253.2857143,1.285714286,0.285714286,99.4678733,20.97737557,18.92372398,8.022624434,7.291354266,234.2789095,0.731270169,DAL,-8,0
-0.201,48.3,L,-0.309,-0.085,0.193,-0.029,0.333,0.288,81.3,W,0.221,0.218,-0.015,0.409,0.136,0.103,0,0,-0.11,0.242,-0.031,0.025,-0.102,0,0,20169CLE8DAL1035,0,-5.440860215,-0.870967742,0.075268817,-4.284946237,-6.161290323,0.182795699,0.462365591,0.182795699,1,1,0,-11,-3,0.096774194,0,0,2.657808219,5.065753425,5.891780822,-0.826027397,16.44657534,-2.94109589,36.5,233.5,0.5,0.5,83.54383562,24.83561644,23.2140137,6.397260274,6.134154421,222.6559452,0.263105853,CLE,8,0
-0.259,45.8,W,-0.306,-0.15,0.11,-0.157,0.358,-0.234,44.8,W,0.016,-0.011,-0.03,-0.097,0.15,0.017,1,1,-0.284,0.153,-0.046,-0.133,-0.123,0,7.625,20169NYJ4MIA2327,0,-3.790584416,-0.438311688,0.086580087,-3.258928571,0.855519481,0.181818182,0.431818182,0.214285714,0,0,0,-1,3,0.136363636,0,0,2.412412451,6.805836576,9.389494163,-2.583657588,22.57081712,0.56459144,36.71428571,238.4285714,0.857142857,1.571428571,68.39533074,20.59922179,22.19243191,6.494163424,6.628638495,242.9681556,-0.134475071,NYJ,4,1
-0.234,44.8,W,0.016,-0.011,-0.03,-0.097,0.017,-0.259,45.8,W,-0.306,-0.15,0.11,-0.157,-0.04,0.358,1,0,0.153,-0.284,-0.002,0.071,0.069,0,16.57142857,20169MIA-4NYJ2723,0,-2.479918737,-0.20800125,0.059853102,-3.593139553,-2.002969214,0.197530864,0.481481481,0.164556962,0,0,1,1,-3,0.086419753,1,1,2.70056338,6.511267606,8.392018779,-1.880751174,15.03192488,-0.290610329,30.42857143,246.8571429,1,1,88.10798122,21.657277,20.1530939,8.112676056,7.824975575,252.6892066,0.287700481,MIA,-4,1
0.067,73.9,L,0.031,0.096,0.083,0.25,0.149,-0.258,53.5,L,-0.038,-0.197,-0.152,-0.123,-0.184,0.039,0,1,-0.127,-0.11,0.018,-0.065,-0.083,0,0,20169PIT3BAL1421,0,-2.948717949,0.256410256,0.025641026,1.942307692,2.743589744,0.269230769,0.448717949,0.192307692,1,1,1,-10,-7,0.08974359,1,1,2.539778761,6.863274336,9.38539823,-2.522123894,15.04823009,1.137168142,37.66666667,280.8333333,2.666666667,1,96.08230088,24.76106195,25.09582743,7.455752212,7.35886971,283.2907434,0.096882503,PIT,3,0
-0.258,53.5,L,-0.038,-0.197,-0.152,-0.123,0.039,0.067,73.9,L,0.031,0.096,0.083,0.25,-0.046,0.149,1,0,-0.11,-0.127,0.007,-0.161,0.105,0,6.428571429,20169BAL-3PIT2114,0,3.65,-0.124509804,-0.060644258,-0.427240896,-3.548879552,0.117647059,0.517647059,0.226190476,1,1,0,10,7,0.070588235,0,0,2.582337662,5.826298701,8.76461039,-2.938311688,20.77987013,-0.41461039,44,262.4285714,0.714285714,0.857142857,75.3788961,27.28246753,27.65116234,5.964285714,6.022082232,267.9368312,-0.057796518,BAL,-3,0
0.26,74.5,W,-0.056,0.131,0.173,0.365,0.276,-0.639,59.9,L,-0.224,-0.119,0.076,-0.295,0.071,0.122,1,1,-0.037,-0.066,-0.014,0.062,-0.105,0,7.428571429,20169NO-3.5SF4123,0,-0.047123288,0.118356164,-0.016621005,-0.316164384,-3.103378995,0.32,0.36,0.150684932,0,0,1,11,7.5,0.066666667,1,1,2.345292208,6.150324675,7.297402597,-1.147077922,17.53116883,-1.167532468,44,338,2.571428571,0.714285714,104.7142857,31.20454545,30.36044156,7.681818182,7.491831033,338.9993961,0.189987149,NO,-3.5,0
-0.639,59.9,L,-0.224,-0.119,0.076,-0.295,0.122,0.26,74.5,W,-0.056,0.131,0.173,0.365,-0.082,0.276,0,0,-0.066,-0.037,-0.027,-0.01,-0.045,1,31.85714286,20169SF3.5NO2341,0,-6.764303242,-0.704378148,0.002582978,-3.99347798,-4.049980628,0.195402299,0.540229885,0.168539326,0,0,0,-11,-7.5,0.08045977,0,0,3.053333333,6.076190476,9.466666667,-3.39047619,14.28571429,0.598412698,31.5,165,1,0.5,66.25079365,14.61904762,18.72206349,5.238095238,5.927020574,184.6334286,-0.688925336,SF,3.5,0
-0.029,59.4,W,-0.04,0.015,0.009,0.127,0.215,-0.177,41,W,-0.123,-0.21,-0.037,-0.086,-0.248,0.067,1,1,-0.107,-0.133,-0.046,-0.04,-0.04,0,36,20169CAR-3LARM1310,0,2.243902439,-0.134146341,0.06097561,0.640243902,1.414634146,0.231707317,0.37804878,0.317073171,1,1,0,7,4,0.12195122,1,0,2.704202899,7.786956522,10.35024155,-2.563285024,20.76618357,1.231884058,34.5,251.3333333,1.333333333,1,80.75410628,20.70531401,20.44774396,7.285024155,7.254097434,262.0941353,0.030926721,CAR,-3,1
-0.177,41,W,-0.123,-0.21,-0.037,-0.086,0.067,-0.029,59.4,W,-0.04,0.015,0.009,0.127,0.025,0.215,1,0,-0.133,-0.107,0.052,-0.158,-0.028,0,12.14285714,20169LARM3CAR1013,0,-4.906666667,-0.337948718,0.033333333,-1.834358974,1.341538462,0.153846154,0.538461538,0.28,1,1,1,-7,-4,0.128205128,0,1,2.380464135,6.234177215,8.284810127,-2.050632911,24.05274262,-0.424894515,33.85714286,244,1.142857143,1.428571429,76.69957806,22.15189873,21.36675527,7.206751055,6.858438575,236.3722152,0.34831248,LAR,3,1
-0.041,68,L,-0.154,-0.006,0.197,0.084,0.31,0.078,76.8,L,0.121,0.035,-0.082,0.169,-0.11,0.069,1,0,-0.128,0.036,0.049,0.013,-0.182,1,29.5,20169IND7GB3126,0,-5.196223317,-0.142036125,0.00862069,-1.048029557,0.569376026,0.24137931,0.425287356,0.202380952,0,0,0,14,21,0.057471264,0,1,2.930643087,7.306430868,8.854983923,-1.548553055,21.53697749,-0.445980707,38.875,285.375,2,0.625,96.1755627,25.08360129,22.42098714,7.340836013,6.780349713,265.9574502,0.5604863,IND,7,0
0.078,76.8,L,0.121,0.035,-0.082,0.169,0.069,-0.041,68,L,-0.154,-0.006,0.197,0.084,0.028,0.31,0,1,0.036,-0.128,0.004,-0.062,0.082,0,21.14285714,20169GB-7IND2631,0,3.782215682,0.198654614,0.036367458,3.003889006,-2.331721673,0.267605634,0.338028169,0.179104478,0,0,1,-14,-21,0.056338028,1,0,2.831090909,5.737818182,8.538545455,-2.800727273,15.64872727,0.28,39.28571429,248.8571429,2.428571429,0.571428571,94.95490909,26.70909091,25.96069091,6.334545455,6.210386157,252.8460218,0.124159298,GB,-7,0
0.069,55.8,W,-0.044,0.084,0.064,0.252,0.206,0.077,68.5,L,0.029,-0.012,-0.085,0.152,-0.131,-0.097,0,0,0.041,0.013,-0.065,0.108,0.002,1,23.5,20169TEN4.5SD3543,0,2.34557413,0.252260893,0.039188819,0.862291039,1.169361469,0.247191011,0.449438202,0.280487805,0,0,0,-5,-0.5,0.06741573,1,0,2.671491935,7.498790323,9.231451613,-1.73266129,21.76733871,-0.120967742,31,234.25,1.75,0.75,94.5358871,20.10483871,19.32141129,7.556451613,7.228384767,225.3336129,0.328066846,TEN,4.5,0
0.077,68.5,L,0.029,-0.012,-0.085,0.152,-0.097,0.069,55.8,W,-0.044,0.084,0.064,0.252,0.018,0.206,1,1,0.013,0.041,-0.043,-0.087,0.151,0,0,20169SD-4.5TEN4335,0,3.112980769,0.245192308,0.019574176,4.405620421,-0.023008242,0.252747253,0.351648352,0.208333333,0,0,1,5,0.5,0.076923077,0,1,2.525136986,6.830821918,8.320205479,-1.489383562,17.45273973,-0.253082192,36.5,285.625,1.875,0.875,91.96746575,23.30821918,24.49119863,7.825342466,7.871219886,297.5164041,-0.04587742,LAC,-4.5,0
-0.01,54.5,W,0.202,-0.043,-0.24,0.074,-0.34,0.165,66.2,W,0.042,0.142,0.111,0.37,0.015,0.21,0,0,0.192,0.07,0.005,0.059,0.123,0,2.375,20169DEN1OAK2030,0,2.074747475,0.456565657,-0.025505051,0.013510101,1.682575758,0.2,0.455555556,0.25,0,0,0,-10,-9,0.055555556,0,0,2.573043478,6.794202899,8.417874396,-1.623671498,16.42028986,-0.536714976,34.5,236.5,1.166666667,0.666666667,84.99516908,22.26570048,21.58457488,6.855072464,6.74867231,239.4498599,0.106400154,DEN,1,0
0.165,66.2,W,0.042,0.142,0.111,0.37,0.21,-0.01,54.5,W,0.202,-0.043,-0.24,0.074,-0.098,-0.34,1,1,0.07,0.192,0.012,0.154,-0.114,0,4,20169OAK-1DEN3020,1,-3.246968657,0.104438344,-0.065202471,0.627030428,3.711393274,0.265957447,0.457446809,0.161290323,0,0,1,10,9,0.031914894,1,1,2.517058824,6.077089783,8.06749226,-1.990402477,21.66037152,-1.263157895,40.375,290.125,2.125,0.375,100.9049536,27.89783282,25.98440248,7.185758514,6.841201789,293.2326533,0.344556725,OAK,-1,0
-0.056,69.4,L,0.088,0.093,0.016,0.116,0.113,0.072,50.6,L,0.188,-0.034,-0.215,0.177,-0.176,-0.121,1,1,0.062,-0.056,0.011,0.067,0.006,1,32.25,20169BUF6.5SEA2631,0,-1.551453685,0.293035835,-0.079377958,2.83035835,2.598377282,0.270588235,0.482352941,0.264367816,0,0,1,-11,-4.5,0.023529412,1,1,3.14473913,7.603043478,10.45695652,-2.853913043,15.21173913,1.058695652,28.75,185,1.125,0.25,87.21565217,17.66521739,17.53412609,6.434782609,6.419307988,191.9271739,0.01547462,BUF,6.5,0
0.072,50.6,L,0.188,-0.034,-0.215,0.177,-0.121,-0.056,69.4,L,0.088,0.093,0.016,0.116,0.099,0.113,0,0,-0.056,0.062,0.006,-0.15,0.113,0,1.5,20169SEA-6.5BUF3126,0,-0.012179487,0.22724359,-0.010576923,4.224198718,0.865705128,0.153846154,0.5,0.225,0,0,0,11,4.5,0.038461538,0,0,2.41659751,6.528215768,7.709958506,-1.181742739,15.75767635,-1.77966805,34.42857143,258.8571429,0.714285714,0.285714286,91.5186722,23.12448133,22.23403734,7.518672199,7.214338529,250.2308963,0.30433367,SEA,-6.5,0
-0.028,56.2,L,-0.322,-0.076,0.209,-0.018,0.397,-0.287,53.1,W,-0.05,-0.247,-0.168,-0.148,-0.283,0.001,0,1,-0.123,-0.122,-0.036,0.029,-0.117,0,0.555555556,201610CLE10BAL728,1,-6.782178218,-1.04950495,0.069306931,-4.935643564,-6.277227723,0.178217822,0.475247525,0.178217822,1,1,0,1,11,0.089108911,1,0,2.807021277,6.154609929,8.20141844,-2.046808511,19.86879433,-0.962411348,35.25,251.5,1,0.25,93.86382979,24.05673759,21.72678723,7.134751773,6.667030143,239.9255674,0.46772163,CLE,10,0
-0.287,53.1,W,-0.05,-0.247,-0.168,-0.148,0.001,-0.028,56.2,L,-0.322,-0.076,0.209,-0.018,-0.019,0.397,1,0,-0.122,-0.123,0.029,-0.209,0.13,0,7.75,201610BAL-10CLE287,0,3.612244898,-0.102040816,-0.051020408,0.760204082,-2.489795918,0.112244898,0.540816327,0.275510204,1,1,1,-1,-11,0.071428571,0,1,2.543964497,5.699704142,8.634615385,-2.934911243,19.82307692,-0.626331361,42.25,259.75,0.75,0.875,76.03757396,26.45857988,26.99159172,6.147928994,6.253358957,267.1288876,-0.105429963,BAL,-10,0
